"ensembl_id","baseMean","log2FoldChange","pvalue","padj","Gene.name","Gene.type","avg_cpm"
"ENSG00000170374",155.46651288373,10.483424583828,4.1312337436006e-07,6.87662634957519e-05,"SP7","protein_coding",3.05100562981418
"ENSG00000283376",127.708020595116,10.1994900159612,0.00021554594342607,0.00842700261380357,"AC011591.2","unitary_pseudogene",2.48790253542064
"ENSG00000182676",229.487139133698,10.0820899152263,3.93783420258176e-13,3.76183013474463e-10,"PPP1R27","protein_coding",4.38361375432644
"ENSG00000124491",7544.19836794096,10.0240255324107,3.19215198128393e-07,5.58582353387289e-05,"F13A1","protein_coding",144.251233601311
"ENSG00000204542",801.458126713067,9.77434442296203,9.90775258208956e-06,0.000863861665609809,"C6orf15","protein_coding",17.0289993456786
"ENSG00000175793",92.6630221806249,9.73671508434509,3.87292015072193e-07,6.54583088858941e-05,"SFN","protein_coding",1.9713988631609
"ENSG00000198768",864.07987038023,9.62544581501936,6.58842588856238e-08,1.5734879741684e-05,"APCDD1L","protein_coding",14.148001878008
"ENSG00000275216",597.76884713137,9.60883802825294,1.09086991314096e-06,0.000154636088590536,"AL161431.1","lncRNA",13.1270903689041
"ENSG00000148680",81.8969496112278,9.55757769629906,1.52367131027841e-05,0.00117608891561157,"HTR7","protein_coding",1.32842748478898
"ENSG00000185860",157.655782216356,9.53965658612517,7.88433589023008e-07,0.000117050424446037,"CCDC190","protein_coding",3.3226853625526
"ENSG00000263489",80.51681985296,9.53445243476791,2.11619519752569e-06,0.000254082190601281,"AC127029.2","lncRNA",1.63674180003914
"ENSG00000060558",154.617320277946,9.51149800485716,6.09028409578106e-09,1.93935829206524e-06,"GNA15","protein_coding",3.10915266015427
"ENSG00000229563",71.6868567683321,9.36734247838621,2.80084392648194e-08,7.3262074705549e-06,"LINC01204","lncRNA",1.37412715253935
"ENSG00000214814",71.4193944541825,9.36155921987354,1.03344792854784e-05,0.000890467368080512,"FER1L6","protein_coding",1.40420365675543
"ENSG00000172232",69.5828123065302,9.32228506123145,1.40205988355426e-05,0.00110415984808079,"AZU1","protein_coding",1.12378628329383
"ENSG00000135046",1607.82093661514,9.31900887937606,8.84667437851046e-16,1.7670829949512e-12,"ANXA1","protein_coding",27.9482282868598
"ENSG00000197046",134.881727332612,9.31369631452516,4.18356634306812e-06,0.000439814926745899,"SIGLEC15","protein_coding",2.20669421545582
"ENSG00000187908",4623.36090104265,9.28494491126161,1.95336512613804e-09,7.1532230919175e-07,"DMBT1","protein_coding",93.1746125882486
"ENSG00000182578",67.6066451328079,9.28040975738879,3.08195202391052e-07,5.50541868856601e-05,"CSF1R","protein_coding",1.12837245497452
"ENSG00000099812",250.370654887083,9.25764014899464,1.17054644515502e-07,2.40366789653701e-05,"MISP","protein_coding",5.37043378725051
"ENSG00000169594",66.2046233887733,9.25065436889351,0.000110481136181161,0.00508908076346428,"BNC1","protein_coding",1.06096094244028
"ENSG00000197588",126.787000550486,9.2250734451627,0.000129652342607804,0.00572032383891298,"KLKP1","transcribed_unprocessed_pseudogene",2.60319857570021
"ENSG00000131746",64.6865816302494,9.21830048719742,9.18485815408964e-05,0.00440632540090955,"TNS4","protein_coding",1.41964292051392
"ENSG00000185761",62.9872915296842,9.18055794245119,1.08547362932568e-07,2.2500025078815e-05,"ADAMTSL5","protein_coding",1.29671489824777
"ENSG00000123500",61.5552580951808,9.14676868332732,0.00167023830251491,0.0360850304649535,"COL10A1","protein_coding",1.15776730559313
"ENSG00000133063",60.3640083300932,9.118933753587,6.52559731392134e-05,0.00341381962336856,"CHIT1","protein_coding",1.1772863631729
"ENSG00000163762",58.5956688131427,9.07567505583619,0.000101917164501245,0.00476451901791776,"TM4SF18","protein_coding",1.28297856058861
"ENSG00000142910",58.5120825726853,9.07450696443578,1.89803103261854e-07,3.72353016506201e-05,"TINAGL1","protein_coding",1.16705764449418
"ENSG00000236393",57.6923303711545,9.05399122716688,9.23278428410762e-08,2.06298027662714e-05,"AC091806.1","lncRNA",1.18376139797126
"ENSG00000271605",57.5353437500715,9.05039854550493,1.50059691841217e-09,5.58832465955122e-07,"MILR1","protein_coding",1.11177609027719
"ENSG00000105650",112.134882019564,9.04763235668254,1.00112887986342e-06,0.000143769959139602,"PDE4C","protein_coding",2.4164703555968
"ENSG00000145040",108.282333973607,8.9961007312416,6.69074630762178e-06,0.000633659818409767,"UCN2","protein_coding",1.76159438818883
"ENSG00000162894",53.4574358444028,8.94353588129161,5.28824902581184e-05,0.00291943235163663,"FCMR","protein_coding",1.12123351001629
"ENSG00000154133",547.529860199229,8.93292275708264,7.08895880644226e-09,2.13367949171437e-06,"ROBO4","protein_coding",11.8647801182661
